ARX,ARY,CAX,CAY,PoX,PoY,CaX,CaY,CoX,CoY
73.6607142857143,0.261818181818182,81.4732142857143,0.691948051948052,296.875,0.504935064935065,167.96875,1.21974025974026,321.428571428571,0.843636363636364
74.21875,0.211948051948052,83.1473214285714,0.704415584415585,305.803571428571,0.504935064935065,179.129464285714,1.21350649350649,332.03125,0.841558441558441
76.4508928571429,0.170389610389611,83.7053571428571,0.716883116883117,318.638392857143,0.504935064935065,189.732142857143,1.21350649350649,343.191964285714,0.843636363636364
77.5669642857143,0.130909090909091,85.3794642857143,0.723116883116883,327.566964285714,0.504935064935065,201.450892857143,1.20727272727273,352.678571428571,0.841558441558441
78.6830357142857,0.103896103896104,87.0535714285714,0.731428571428572,340.401785714286,0.504935064935065,212.611607142857,1.20727272727273,364.955357142857,0.843636363636364
79.7991071428571,0.072727272727273,88.7276785714286,0.73974025974026,351.5625,0.504935064935065,223.772321428571,1.20727272727273,376.674107142857,0.843636363636364
81.4732142857143,0.037402597402598,92.0758928571429,0.741818181818182,362.723214285714,0.504935064935065,234.375,1.20727272727273,387.834821428571,0.843636363636364
83.1473214285714,0.029090909090909,96.5401785714286,0.75012987012987,372.767857142857,0.504935064935065,246.09375,1.20103896103896,398.4375,0.841558441558441
83.7053571428571,0.012467532467533,103.236607142857,0.754285714285714,385.044642857143,0.504935064935065,254.464285714286,1.20311688311688,409.598214285714,0.843636363636364
86.4955357142857,0.004155844155844,110.491071428571,0.76051948051948,394.53125,0.504935064935065,258.928571428571,1.20311688311688,421.316964285714,0.843636363636364
89.84375,0.002077922077922,118.303571428571,0.758441558441558,407.366071428571,0.502857142857143,267.857142857143,1.20311688311688,431.919642857143,0.843636363636364
108.258928571429,0.002077922077922,126.116071428571,0.76051948051948,417.410714285714,0.504935064935065,279.575892857143,1.20311688311688,442.522321428572,0.841558441558441
134.486607142857,0.004155844155844,137.276785714286,0.764675324675325,429.6875,0.504935064935065,290.736607142857,1.20311688311688,449.776785714286,0.841558441558441
148.995535714286,0.004155844155844,148.4375,0.766753246753247,439.174107142857,0.502857142857143,301.339285714286,1.20311688311688,455.357142857143,0.843636363636364
169.084821428571,0.004155844155844,166.294642857143,0.764675324675325,452.008928571429,0.504935064935065,312.5,1.20311688311688,465.401785714286,0.841558441558441
192.522321428571,0.002077922077922,188.058035714286,0.766753246753247,461.495535714286,0.504935064935065,323.660714285714,1.20311688311688,476.5625,0.841558441558441
250,0,217.075892857143,0.764675324675325,474.330357142857,0.504935064935065,334.821428571429,1.20311688311688,488.28125,0.841558441558441
291.294642857143,0.002077922077922,231.026785714286,0.766753246753247,483.816964285714,0.504935064935065,344.866071428571,1.20103896103896,498.883928571429,0.841558441558441
320.870535714286,0.002077922077922,248.883928571429,0.764675324675325,497.767857142857,0.504935064935065,354.352678571429,1.20311688311688,,
348.772321428571,0.002077922077922,265.625,0.764675324675325,,,359.375,1.20103896103896,,
377.790178571429,0.002077922077922,287.946428571429,0.766753246753247,,,368.303571428571,1.19688311688312,,
412.946428571429,0,305.803571428571,0.768831168831169,,,379.464285714286,1.19688311688312,,
449.776785714286,0,330.915178571429,0.764675324675325,,,390.625,1.19896103896104,,
478.794642857143,0,355.46875,0.764675324675325,,,401.785714285714,1.19896103896104,,
497.767857142857,0.002077922077922,384.486607142857,0.764675324675325,,,412.946428571429,1.19896103896104,,
500.558035714286,0.004155844155844,412.946428571429,0.766753246753247,,,423.549107142857,1.19480519480519,,
,,443.080357142857,0.764675324675325,,,435.267857142857,1.19688311688312,,
,,464.84375,0.766753246753247,,,445.870535714286,1.19896103896104,,
,,488.28125,0.766753246753247,,,452.566964285714,1.19896103896104,,
,,500,0.766753246753247,,,458.705357142857,1.19896103896104,,
,,,,,,468.75,1.19896103896104,,
,,,,,,479.910714285714,1.20103896103896,,
,,,,,,490.513392857143,1.20103896103896,,
,,,,,,498.883928571429,1.19896103896104,,
